awardyear,category,categoryfullname,sortorder,prizeamount,motivation,award_link,id,name,fullname,gender,laureate_link,birth_date,birth_citynow,birth_continent,birth_countryNow,birth_locationstring
1914,Physics,The Nobel Prize in Physics,1,146900,for his discovery of the diffraction of X-rays by crystals,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1914,19,Max von Laue,Max von Laue,male,http://masterdataapi.nobelprize.org/2/laureate/19,1879-10-09,Pfaffendorf,Europe,Germany,"Pfaffendorf, Germany"
2014,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,8000000,for their discoveries of cells that constitute a positioning system in the brain,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2014,904,May-Britt Moser,May-Britt Moser,female,http://masterdataapi.nobelprize.org/2/laureate/904,4/01/1963,Fosnavåg,Europe,Norway,"Fosnavåg, Norway"
1999,Peace,The Nobel Peace Prize,1,7900000,in recognition of the organisation's pioneering humanitarian work on several continents,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1999,568,Médecins Sans Frontières,NULL,NULL,http://masterdataapi.nobelprize.org/2/laureate/568,NULL,NULL,NULL,NULL,NULL
1961,Chemistry,The Nobel Prize in Chemistry,1,250233,for his research on the carbon dioxide assimilation in plants,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1961,225,Melvin Calvin,Melvin Calvin,male,http://masterdataapi.nobelprize.org/2/laureate/225,8/04/1911,"St. Paul, MN",North America,USA,"St. Paul, MN, USA"
1988,Physics,The Nobel Prize in Physics,2,2500000,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1988,133,Melvin Schwartz,Melvin Schwartz,male,http://masterdataapi.nobelprize.org/2/laureate/133,2/11/1932,"New York, NY",North America,USA,"New York, NY, USA"
1978,Peace,The Nobel Peace Prize,2,725000,for jointly having negotiated peace between Egypt and Israel in 1978,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1978,539,Menachem Begin,Menachem Begin,male,http://masterdataapi.nobelprize.org/2/laureate/539,16/08/1913,Brest Litovsk,Europe,Belarus,"Brest Litovsk, Russian Empire (now Belarus)"
1990,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,4000000,for their pioneering work in the theory of financial economics,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1990,705,Merton H. Miller,Merton H. Miller,male,http://masterdataapi.nobelprize.org/2/laureate/705,16/05/1923,"Boston, MA",North America,USA,"Boston, MA, USA"
2019,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,3,9000000,for their experimental approach to alleviating global poverty,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2019,984,Michael Kremer,Michael Kremer,male,http://masterdataapi.nobelprize.org/2/laureate/984,12/11/1964,"New York, NY",North America,USA,"New York, NY, USA"
2013,Chemistry,The Nobel Prize in Chemistry,2,8000000,for the development of multiscale models for complex chemical systems,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2013,890,Michael Levitt,Michael Levitt,male,http://masterdataapi.nobelprize.org/2/laureate/890,9/05/1947,Pretoria,Africa,South Africa,"Pretoria, South Africa"
2017,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,9000000,for their discoveries of molecular mechanisms controlling the circadian rhythm,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2017,939,Michael Rosbash,Michael Rosbash,male,http://masterdataapi.nobelprize.org/2/laureate/939,7/03/1944,"Kansas City, MO",North America,USA,"Kansas City, MO, USA"
1985,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1800000,for their discoveries concerning the regulation of cholesterol metabolism,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1985,432,Michael S. Brown,Michael S. Brown,male,http://masterdataapi.nobelprize.org/2/laureate/432,13/04/1941,"New York, NY",North America,USA,"New York, NY, USA"
1993,Chemistry,The Nobel Prize in Chemistry,2,6700000,"for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1993,279,Michael Smith,Michael Smith,male,http://masterdataapi.nobelprize.org/2/laureate/279,26/04/1932,Blackpool,Europe,United Kingdom,"Blackpool, United Kingdom"
2017,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,9000000,for their discoveries of molecular mechanisms controlling the circadian rhythm,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2017,940,Michael W. Young,Michael W. Young,male,http://masterdataapi.nobelprize.org/2/laureate/940,28/03/1949,"Miami, FL",North America,USA,"Miami, FL, USA"
2019,Physics,The Nobel Prize in Physics,2,9000000,for the discovery of an exoplanet orbiting a solar-type star,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2019,974,Michel Mayor,Michel Mayor,male,http://masterdataapi.nobelprize.org/2/laureate/974,12/01/1942,Lausanne,Europe,Switzerland,"Lausanne, Switzerland"
1955,Physics,The Nobel Prize in Physics,2,190214,for his precision determination of the magnetic moment of the electron,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1955,64,Polykarp Kusch,Polykarp Kusch,male,http://masterdataapi.nobelprize.org/2/laureate/64,26/01/1911,Blankenburg,Europe,Germany,"Blankenburg, Germany"
1967,Literature,The Nobel Prize in  Literature,1,320000,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1967,641,Miguel Angel Asturias,Miguel Angel Asturias,male,http://masterdataapi.nobelprize.org/2/laureate/641,1899-10-19,Guatemala City,North America,Guatemala,"Guatemala City, Guatemala"
1990,Peace,The Nobel Peace Prize,1,4000000,for the leading role he played in the radical changes in East-West relations,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1990,552,Mikhail Gorbachev,Mikhail Sergeyevich Gorbachev,male,http://masterdataapi.nobelprize.org/2/laureate/552,2/03/1931,Privolnoye,Europe,Russia,"Privolnoye, USSR (now Russia)"
1965,Literature,The Nobel Prize in  Literature,1,282000,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1965,638,Mikhail Sholokhov,Mikhail Aleksandrovich Sholokhov,male,http://masterdataapi.nobelprize.org/2/laureate/638,24/05/1905,Veshenskaya,Europe,Russia,"Veshenskaya, Russia"
1976,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,681000,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1976,688,Milton Friedman,Milton Friedman,male,http://masterdataapi.nobelprize.org/2/laureate/688,31/07/1912,"Brooklyn, NY",North America,USA,"Brooklyn, NY, USA"
2012,Literature,The Nobel Prize in  Literature,1,8000000,"who with hallucinatory realism merges folk tales, history and the contemporary",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2012,880,Mo Yan,Mo Yan,male,http://masterdataapi.nobelprize.org/2/laureate/880,2/02/1955,Gaomi,Asia,China,"Gaomi, China"
2005,Peace,The Nobel Peace Prize,2,10000000,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2005,798,Mohamed ElBaradei,Mohamed ElBaradei,male,http://masterdataapi.nobelprize.org/2/laureate/798,17/06/1942,Cairo,Africa,Egypt,"Cairo, Egypt"
1979,Peace,The Nobel Peace Prize,1,800000,for her work for bringing help to suffering humanity,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1979,540,Mother Teresa ,Mother Teresa ,female,http://masterdataapi.nobelprize.org/2/laureate/540,26/08/1910,Skopje,Europe,North Macedonia,"Uskup, Ottoman Empire (now Skopje, North Macedonia)"
2006,Peace,The Nobel Peace Prize,1,10000000,for their efforts to create economic and social development from below,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2006,809,Muhammad Yunus,Muhammad Yunus,male,http://masterdataapi.nobelprize.org/2/laureate/809,28/06/1940,Chittagong,Asia,Bangladesh,"Chittagong, British India (now Bangladesh)"
1969,Physics,The Nobel Prize in Physics,1,375000,for his contributions and discoveries concerning the classification of elementary particles and their interactions,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1969,90,Murray Gell-Mann,Murray Gell-Mann,male,http://masterdataapi.nobelprize.org/2/laureate/90,15/09/1929,"New York, NY",North America,USA,"New York, NY, USA"
1997,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,7500000,for a new method to determine the value of derivatives,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1997,718,Myron Scholes,Myron S. Scholes,male,http://masterdataapi.nobelprize.org/2/laureate/718,1/07/1941,"Timmins, ON",North America,Canada,"Timmins, ON, Canada"
2018,Peace,The Nobel Peace Prize,2,9000000,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2018,967,Nadia Murad,Nadia Murad Basee Taha,female,http://masterdataapi.nobelprize.org/2/laureate/967,1993-00-00,Kojo,Asia,Iraq,"Kojo, Iraq"
1991,Literature,The Nobel Prize in  Literature,1,6000000,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1991,668,Nadine Gordimer,Nadine Gordimer,female,http://masterdataapi.nobelprize.org/2/laureate/668,20/11/1923,Springs,Africa,South Africa,"Springs, South Africa"
1988,Literature,The Nobel Prize in  Literature,1,2500000,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1988,665,Naguib Mahfouz,Naguib Mahfouz,male,http://masterdataapi.nobelprize.org/2/laureate/665,11/12/1911,Cairo,Africa,Egypt,"Cairo, Egypt"
1938,Peace,The Nobel Peace Prize,1,155077,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1938,503,Nansen International Office for Refugees,NULL,NULL,http://masterdataapi.nobelprize.org/2/laureate/503,NULL,NULL,NULL,NULL,NULL
1930,Peace,The Nobel Peace Prize,1,172947,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1930,495,Nathan Söderblom,Lars Olof Jonathan (Nathan) Söderblom,male,http://masterdataapi.nobelprize.org/2/laureate/495,1866-01-15,Trönö,Europe,Sweden,"Trönö, Sweden"
2015,Peace,The Nobel Peace Prize,1,8000000,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2015,925,National Dialogue Quartet ,NULL,NULL,http://masterdataapi.nobelprize.org/2/laureate/925,NULL,NULL,NULL,NULL,NULL
1966,Literature,The Nobel Prize in  Literature,2,300000,"for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength ",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1966,640,Nelly Sachs,Nelly Sachs,female,http://masterdataapi.nobelprize.org/2/laureate/640,1891-12-10,Berlin,Europe,Germany,"Berlin, Germany"
1993,Peace,The Nobel Peace Prize,1,6700000,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new  democratic South Africa",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1993,555,Nelson Mandela,Nelson Rolihlahla Mandela,male,http://masterdataapi.nobelprize.org/2/laureate/555,18/07/1918,Qunu,Africa,South Africa,"Qunu, South Africa"
1931,Peace,The Nobel Peace Prize,2,173206,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1931,497,Nicholas Murray Butler,Nicholas Murray Butler,male,http://masterdataapi.nobelprize.org/2/laureate/497,1862-04-02,"Elizabeth, NJ",North America,USA,"Elizabeth, NJ, USA"
1981,Physics,The Nobel Prize in Physics,1,1000000,for their contribution to the development of laser spectroscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1981,118,Nicolaas Bloembergen,Nicolaas Bloembergen,male,http://masterdataapi.nobelprize.org/2/laureate/118,11/03/1920,Dordrecht,Europe,the Netherlands,"Dordrecht, the Netherlands"
1964,Physics,The Nobel Prize in Physics,2,273000,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1964,82,Nicolay G. Basov,Nicolay Gennadiyevich Basov,male,http://masterdataapi.nobelprize.org/2/laureate/82,14/12/1922,Usman,Europe,Russia,"Usman, USSR (now Russia)"
1922,Physics,The Nobel Prize in Physics,1,122483,for his services in the investigation of the structure of atoms and of the radiation emanating from them,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1922,27,Niels Bohr,Niels Henrik David Bohr,male,http://masterdataapi.nobelprize.org/2/laureate/27,1885-10-07,Copenhagen,Europe,Denmark,"Copenhagen, Denmark"
1984,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1650000,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1984,429,Niels K. Jerne,Niels K. Jerne,male,http://masterdataapi.nobelprize.org/2/laureate/429,23/12/1911,London,Europe,United Kingdom,"London, United Kingdom"
1903,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,141358,"in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1903,295,Niels Ryberg Finsen,Niels Ryberg Finsen,male,http://masterdataapi.nobelprize.org/2/laureate/295,1860-12-15,Thorshavn,Europe,Faroe Islands (Denmark),"Thorshavn, Faroe Islands (Denmark)"
1973,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,510000,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1973,402,Nikolaas Tinbergen,Nikolaas Tinbergen,male,http://masterdataapi.nobelprize.org/2/laureate/402,15/04/1907,the Hague,Europe,the Netherlands,"the Hague, the Netherlands"
1956,Chemistry,The Nobel Prize in Chemistry,2,200123,for their researches into the mechanism of chemical reactions,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1956,220,Nikolay Semenov,Nikolay Nikolaevich Semenov,male,http://masterdataapi.nobelprize.org/2/laureate/220,1896-04-03,Saratov,Europe,Russia,"Saratov, Russia"
1970,Peace,The Nobel Peace Prize,1,400000,for having given a well-founded hope - the green revolution,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1970,528,Norman Borlaug,Norman Ernest Borlaug,male,http://masterdataapi.nobelprize.org/2/laureate/528,25/03/1914,"Cresco, IA",North America,USA,"Cresco, IA, USA"
1989,Physics,The Nobel Prize in Physics,1,3000000,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1989,135,Norman F. Ramsey,Norman F. Ramsey,male,http://masterdataapi.nobelprize.org/2/laureate/135,27/08/1915,"Washington, DC",North America,USA,"Washington, DC, USA"
